m,TagName,
"2016-11-01 00:00:00","ruby","1760"
"2016-11-01 00:00:00","c++","6100"
"2016-11-01 00:00:00","php","11997"
"2016-11-01 00:00:00","r","3564"
"2016-11-01 00:00:00","go","478"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","swift","4368"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","java","13868"
"2016-12-01 00:00:00","r","3151"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","perl","345"
"2016-12-01 00:00:00","javascript","19836"
"2016-12-01 00:00:00","c","2800"
"2016-12-01 00:00:00","c#","10719"
"2016-12-01 00:00:00","php","11508"
"2016-12-01 00:00:00","go","498"
"2016-12-01 00:00:00","ruby","1629"
"2016-12-01 00:00:00","python","13074"
"2016-12-01 00:00:00","c++","5248"
"2016-12-01 00:00:00","swift","3946"
"2017-01-01 00:00:00","assembly","307"
"2017-01-01 00:00:00","c++","5664"
"2017-01-01 00:00:00","java","14603"
"2017-01-01 00:00:00","c#","11730"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","javascript","21439"
"2017-01-01 00:00:00","c","2765"
"2017-01-01 00:00:00","go","562"
"2017-01-01 00:00:00","php","12666"
"2017-01-01 00:00:00","ruby","1825"
"2017-01-01 00:00:00","perl","337"
"2017-01-01 00:00:00","swift","4346"
"2017-01-01 00:00:00","python","14307"
"2017-01-01 00:00:00","r","3496"
"2017-02-01 00:00:00","python","14803"
"2017-02-01 00:00:00","java","14600"
"2017-02-01 00:00:00","assembly","302"
"2017-02-01 00:00:00","javascript","21213"
"2017-02-01 00:00:00","c","2732"
"2017-02-01 00:00:00","c#","11531"
"2017-02-01 00:00:00","perl","410"
"2017-02-01 00:00:00","ruby","1631"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","c++","5190"
"2017-02-01 00:00:00","php","12562"
"2017-02-01 00:00:00","swift","4071"
"2017-02-01 00:00:00","go","555"
"2017-02-01 00:00:00","r","3682"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","assembly","373"
"2017-03-01 00:00:00","c++","6240"
"2017-03-01 00:00:00","c","2975"
"2017-03-01 00:00:00","c#","13026"
"2017-03-01 00:00:00","java","17348"
"2017-03-01 00:00:00","python","17150"
"2017-03-01 00:00:00","perl","417"
"2017-03-01 00:00:00","javascript","23741"
"2017-03-01 00:00:00","r","4606"
"2017-03-01 00:00:00","ruby","1791"
"2017-03-01 00:00:00","go","656"
"2017-03-01 00:00:00","swift","4624"
"2017-03-01 00:00:00","php","14120"
"2017-04-01 00:00:00","c#","11124"
"2017-04-01 00:00:00","c","2866"
"2017-04-01 00:00:00","c++","5894"
"2017-04-01 00:00:00","python","15665"
"2017-04-01 00:00:00","javascript","21276"
"2017-04-01 00:00:00","go","508"
"2017-04-01 00:00:00","php","12471"
"2017-04-01 00:00:00","assembly","318"
"2017-04-01 00:00:00","ruby","1490"
"2017-04-01 00:00:00","java","15972"
"2017-04-01 00:00:00","swift","3928"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","r","4262"
"2017-04-01 00:00:00","perl","371"
"2017-05-01 00:00:00","delphi","319"
"2017-05-01 00:00:00","java","16375"
"2017-05-01 00:00:00","r","4324"
"2017-05-01 00:00:00","php","13079"
"2017-05-01 00:00:00","assembly","349"
"2017-05-01 00:00:00","c","2747"
"2017-05-01 00:00:00","perl","357"
"2017-05-01 00:00:00","c#","12021"
"2017-05-01 00:00:00","python","16209"
"2017-05-01 00:00:00","javascript","22419"
"2017-05-01 00:00:00","c++","5314"
"2017-05-01 00:00:00","go","588"
"2017-05-01 00:00:00","ruby","1521"
"2017-05-01 00:00:00","swift","4109"
"2017-06-01 00:00:00","javascript","21620"
"2017-06-01 00:00:00","perl","319"
"2017-06-01 00:00:00","c","2360"
"2017-06-01 00:00:00","go","576"
"2017-06-01 00:00:00","c#","11337"
"2017-06-01 00:00:00","assembly","242"
"2017-06-01 00:00:00","c++","4700"
"2017-06-01 00:00:00","python","16050"
"2017-06-01 00:00:00","java","14640"
"2017-06-01 00:00:00","r","4454"
"2017-06-01 00:00:00","ruby","1417"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","swift","4206"
"2017-06-01 00:00:00","php","11811"
"2017-07-01 00:00:00","c#","11233"
"2017-07-01 00:00:00","javascript","21649"
"2017-07-01 00:00:00","python","16945"
"2017-07-01 00:00:00","c","2058"
"2017-07-01 00:00:00","java","14175"
"2017-07-01 00:00:00","php","11824"
"2017-07-01 00:00:00","c++","5031"
"2017-07-01 00:00:00","assembly","222"
"2017-07-01 00:00:00","swift","4354"
"2017-07-01 00:00:00","ruby","1524"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","perl","334"
"2017-07-01 00:00:00","go","657"
"2017-07-01 00:00:00","r","4588"
"2017-08-01 00:00:00","java","13774"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c#","10986"
"2017-08-01 00:00:00","c","2053"
"2017-08-01 00:00:00","python","16493"
"2017-08-01 00:00:00","go","614"
"2017-08-01 00:00:00","c++","4805"
"2017-08-01 00:00:00","javascript","21392"
"2017-08-01 00:00:00","ruby","1394"
"2017-08-01 00:00:00","perl","361"
"2017-08-01 00:00:00","swift","4192"
"2017-08-01 00:00:00","r","4578"
"2017-08-01 00:00:00","php","11693"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c#","9910"
"2017-09-01 00:00:00","c","2106"
"2017-09-01 00:00:00","python","15479"
"2017-09-01 00:00:00","java","12781"
"2017-09-01 00:00:00","delphi","263"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","c++","4483"
"2017-09-01 00:00:00","perl","311"
"2017-09-01 00:00:00","javascript","19022"
"2017-09-01 00:00:00","r","4228"
"2017-09-01 00:00:00","ruby","1224"
"2017-09-01 00:00:00","php","10739"
"2017-09-01 00:00:00","swift","3782"
"2017-10-01 00:00:00","javascript","19909"
"2017-10-01 00:00:00","c","2793"
"2017-10-01 00:00:00","c#","10268"
"2017-10-01 00:00:00","php","10868"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","assembly","334"
"2017-10-01 00:00:00","go","618"
"2017-10-01 00:00:00","python","16988"
"2017-10-01 00:00:00","java","14038"
"2017-10-01 00:00:00","ruby","1299"
"2017-10-01 00:00:00","c++","5230"
"2017-10-01 00:00:00","r","4547"
"2017-10-01 00:00:00","perl","337"
"2017-10-01 00:00:00","swift","3908"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","java","14211"
"2017-11-01 00:00:00","r","4516"
"2017-11-01 00:00:00","php","10635"
"2017-11-01 00:00:00","assembly","385"
"2017-11-01 00:00:00","c","2964"
"2017-11-01 00:00:00","perl","270"
"2017-11-01 00:00:00","c#","9839"
"2017-11-01 00:00:00","python","17019"
"2017-11-01 00:00:00","javascript","19442"
"2017-11-01 00:00:00","c++","5047"
"2017-11-01 00:00:00","go","655"
"2017-11-01 00:00:00","ruby","1176"
"2017-11-01 00:00:00","swift","3680"
"2017-12-01 00:00:00","assembly","248"
"2017-12-01 00:00:00","c++","4468"
"2017-12-01 00:00:00","c#","8636"
"2017-12-01 00:00:00","java","12010"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","javascript","17017"
"2017-12-01 00:00:00","go","530"
"2017-12-01 00:00:00","c","2201"
"2017-12-01 00:00:00","php","9189"
"2017-12-01 00:00:00","ruby","1023"
"2017-12-01 00:00:00","perl","242"
"2017-12-01 00:00:00","swift","3215"
"2017-12-01 00:00:00","python","14974"
"2017-12-01 00:00:00","r","3719"
"2018-01-01 00:00:00","python","16273"
"2018-01-01 00:00:00","assembly","254"
"2018-01-01 00:00:00","java","12371"
"2018-01-01 00:00:00","javascript","18966"
"2018-01-01 00:00:00","c#","9434"
"2018-01-01 00:00:00","c","2224"
"2018-01-01 00:00:00","c++","4768"
"2018-01-01 00:00:00","ruby","1165"
"2018-01-01 00:00:00","swift","3760"
"2018-01-01 00:00:00","perl","253"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","php","10177"
"2018-01-01 00:00:00","go","545"
"2018-01-01 00:00:00","r","4206"
"2018-02-01 00:00:00","java","12067"
"2018-02-01 00:00:00","delphi","214"
"2018-02-01 00:00:00","assembly","283"
"2018-02-01 00:00:00","c#","8610"
"2018-02-01 00:00:00","c","2153"
"2018-02-01 00:00:00","python","16365"
"2018-02-01 00:00:00","go","584"
"2018-02-01 00:00:00","c++","4585"
"2018-02-01 00:00:00","javascript","17253"
"2018-02-01 00:00:00","ruby","1032"
"2018-02-01 00:00:00","perl","244"
"2018-02-01 00:00:00","swift","3418"
"2018-02-01 00:00:00","r","4512"
"2018-02-01 00:00:00","php","9184"
"2018-03-01 00:00:00","assembly","318"
"2018-03-01 00:00:00","javascript","19195"
"2018-03-01 00:00:00","c#","9834"
"2018-03-01 00:00:00","c","2479"
"2018-03-01 00:00:00","python","17944"
"2018-03-01 00:00:00","c++","5205"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","613"
"2018-03-01 00:00:00","perl","302"
"2018-03-01 00:00:00","ruby","1064"
"2018-03-01 00:00:00","java","13594"
"2018-03-01 00:00:00","php","9899"
"2018-03-01 00:00:00","r","5107"
"2018-03-01 00:00:00","swift","4074"
"2018-04-01 00:00:00","java","13532"
"2018-04-01 00:00:00","assembly","320"
"2018-04-01 00:00:00","c","2201"
"2018-04-01 00:00:00","c#","9276"
"2018-04-01 00:00:00","javascript","17988"
"2018-04-01 00:00:00","php","8979"
"2018-04-01 00:00:00","c++","4677"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","perl","267"
"2018-04-01 00:00:00","python","17008"
"2018-04-01 00:00:00","r","4739"
"2018-04-01 00:00:00","go","623"
"2018-04-01 00:00:00","ruby","989"
"2018-04-01 00:00:00","swift","3580"
"2018-05-01 00:00:00","assembly","297"
"2018-05-01 00:00:00","c#","9964"
"2018-05-01 00:00:00","c++","4700"
"2018-05-01 00:00:00","python","17604"
"2018-05-01 00:00:00","go","635"
"2018-05-01 00:00:00","javascript","18098"
"2018-05-01 00:00:00","c","2377"
"2018-05-01 00:00:00","java","13499"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","ruby","1036"
"2018-05-01 00:00:00","perl","256"
"2018-05-01 00:00:00","swift","3631"
"2018-05-01 00:00:00","php","9516"
"2018-05-01 00:00:00","r","4730"
"2018-06-01 00:00:00","c","1842"
"2018-06-01 00:00:00","c#","8826"
"2018-06-01 00:00:00","assembly","208"
"2018-06-01 00:00:00","c++","4112"
"2018-06-01 00:00:00","java","11833"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","perl","253"
"2018-06-01 00:00:00","javascript","17214"
"2018-06-01 00:00:00","r","4501"
"2018-06-01 00:00:00","go","677"
"2018-06-01 00:00:00","php","8483"
"2018-06-01 00:00:00","python","16834"
"2018-06-01 00:00:00","ruby","994"
"2018-06-01 00:00:00","swift","3159"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","java","11794"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c#","9443"
"2018-07-01 00:00:00","go","696"
"2018-07-01 00:00:00","c","1610"
"2018-07-01 00:00:00","perl","261"
"2018-07-01 00:00:00","python","17955"
"2018-07-01 00:00:00","r","4408"
"2018-07-01 00:00:00","javascript","17847"
"2018-07-01 00:00:00","php","8602"
"2018-07-01 00:00:00","c++","3925"
"2018-07-01 00:00:00","ruby","942"
"2018-07-01 00:00:00","swift","3681"
"2018-08-01 00:00:00","assembly","181"
"2018-08-01 00:00:00","c#","9558"
"2018-08-01 00:00:00","python","17840"
"2018-08-01 00:00:00","c","1698"
"2018-08-01 00:00:00","java","11399"
"2018-08-01 00:00:00","delphi","205"
"2018-08-01 00:00:00","c++","3942"
"2018-08-01 00:00:00","go","710"
"2018-08-01 00:00:00","perl","234"
"2018-08-01 00:00:00","javascript","17955"
"2018-08-01 00:00:00","ruby","882"
"2018-08-01 00:00:00","php","8578"
"2018-08-01 00:00:00","r","4135"
"2018-08-01 00:00:00","swift","3597"
"2018-09-01 00:00:00","c#","8436"
"2018-09-01 00:00:00","c++","3779"
"2018-09-01 00:00:00","python","16125"
"2018-09-01 00:00:00","c","1861"
"2018-09-01 00:00:00","assembly","263"
"2018-09-01 00:00:00","javascript","16082"
"2018-09-01 00:00:00","delphi","182"
"2018-09-01 00:00:00","go","679"
"2018-09-01 00:00:00","perl","211"
"2018-09-01 00:00:00","php","7766"
"2018-09-01 00:00:00","java","10859"
"2018-09-01 00:00:00","ruby","782"
"2018-09-01 00:00:00","r","3797"
"2018-09-01 00:00:00","swift","3154"
"2018-10-01 00:00:00","delphi","226"
"2018-10-01 00:00:00","java","12640"
"2018-10-01 00:00:00","php","8301"
"2018-10-01 00:00:00","r","4389"
"2018-10-01 00:00:00","c#","9404"
"2018-10-01 00:00:00","c","2486"
"2018-10-01 00:00:00","c++","4358"
"2018-10-01 00:00:00","assembly","328"
"2018-10-01 00:00:00","go","798"
"2018-10-01 00:00:00","javascript","17537"
"2018-10-01 00:00:00","ruby","905"
"2018-10-01 00:00:00","perl","289"
"2018-10-01 00:00:00","swift","3299"
"2018-10-01 00:00:00","python","18297"
"2018-11-01 00:00:00","javascript","16305"
"2018-11-01 00:00:00","go","721"
"2018-11-01 00:00:00","python","18178"
"2018-11-01 00:00:00","c","2568"
"2018-11-01 00:00:00","c#","8561"
"2018-11-01 00:00:00","assembly","312"
"2018-11-01 00:00:00","java","11862"
"2018-11-01 00:00:00","c++","4407"
"2018-11-01 00:00:00","perl","240"
"2018-11-01 00:00:00","ruby","835"
"2018-11-01 00:00:00","delphi","181"
"2018-11-01 00:00:00","swift","3000"
"2018-11-01 00:00:00","r","4272"
"2018-11-01 00:00:00","php","7221"
"2018-12-01 00:00:00","javascript","14405"
"2018-12-01 00:00:00","java","10596"
"2018-12-01 00:00:00","c#","7630"
"2018-12-01 00:00:00","c","2238"
"2018-12-01 00:00:00","php","6340"
"2018-12-01 00:00:00","python","15892"
"2018-12-01 00:00:00","c++","3614"
"2018-12-01 00:00:00","assembly","236"
"2018-12-01 00:00:00","ruby","812"
"2018-12-01 00:00:00","delphi","177"
"2018-12-01 00:00:00","swift","2800"
"2018-12-01 00:00:00","perl","225"
"2018-12-01 00:00:00","go","660"
"2018-12-01 00:00:00","r","3437"
"2019-01-01 00:00:00","delphi","219"
"2019-01-01 00:00:00","java","11174"
"2019-01-01 00:00:00","assembly","229"
"2019-01-01 00:00:00","c#","8857"
"2019-01-01 00:00:00","go","666"
"2019-01-01 00:00:00","c","2325"
"2019-01-01 00:00:00","perl","267"
"2019-01-01 00:00:00","python","17133"
"2019-01-01 00:00:00","r","3985"
"2019-01-01 00:00:00","javascript","16140"
"2019-01-01 00:00:00","php","7311"
"2019-01-01 00:00:00","c++","3950"
"2019-01-01 00:00:00","ruby","919"
"2019-01-01 00:00:00","swift","2933"
"2019-02-01 00:00:00","assembly","231"
"2019-02-01 00:00:00","c#","8449"
"2019-02-01 00:00:00","python","17700"
"2019-02-01 00:00:00","c","2087"
"2019-02-01 00:00:00","java","11137"
"2019-02-01 00:00:00","delphi","193"
"2019-02-01 00:00:00","c++","3794"
"2019-02-01 00:00:00","go","634"
"2019-02-01 00:00:00","perl","259"
"2019-02-01 00:00:00","javascript","15831"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","php","7443"
"2019-02-01 00:00:00","r","4295"
"2019-02-01 00:00:00","swift","2704"
"2019-03-01 00:00:00","java","12231"
"2019-03-01 00:00:00","c++","4499"
"2019-03-01 00:00:00","delphi","188"
"2019-03-01 00:00:00","assembly","284"
"2019-03-01 00:00:00","javascript","17501"
"2019-03-01 00:00:00","c","2417"
"2019-03-01 00:00:00","c#","9064"
"2019-03-01 00:00:00","php","7927"
"2019-03-01 00:00:00","go","728"
"2019-03-01 00:00:00","perl","237"
"2019-03-01 00:00:00","python","20089"
"2019-03-01 00:00:00","r","4547"
"2019-03-01 00:00:00","ruby","850"
"2019-03-01 00:00:00","swift","2973"
"2019-04-01 00:00:00","delphi","207"
"2019-04-01 00:00:00","javascript","16318"
"2019-04-01 00:00:00","assembly","318"
"2019-04-01 00:00:00","c#","9215"
"2019-04-01 00:00:00","php","7368"
"2019-04-01 00:00:00","c++","4453"
"2019-04-01 00:00:00","c","2468"
"2019-04-01 00:00:00","go","655"
"2019-04-01 00:00:00","java","11317"
"2019-04-01 00:00:00","swift","3117"
"2019-04-01 00:00:00","python","19989"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","perl","213"
"2019-04-01 00:00:00","r","4645"
"2019-05-01 00:00:00","c#","9133"
"2019-05-01 00:00:00","assembly","251"
"2019-05-01 00:00:00","c","2145"
"2019-05-01 00:00:00","delphi","172"
"2019-05-01 00:00:00","javascript","16275"
"2019-05-01 00:00:00","perl","227"
"2019-05-01 00:00:00","java","11273"
"2019-05-01 00:00:00","go","682"
"2019-05-01 00:00:00","c++","4189"
"2019-05-01 00:00:00","php","7129"
"2019-05-01 00:00:00","r","4350"
"2019-05-01 00:00:00","python","19082"
"2019-05-01 00:00:00","swift","3137"
"2019-05-01 00:00:00","ruby","760"
"2019-06-01 00:00:00","java","9772"
"2019-06-01 00:00:00","javascript","14972"
"2019-06-01 00:00:00","c#","7714"
"2019-06-01 00:00:00","go","535"
"2019-06-01 00:00:00","assembly","205"
"2019-06-01 00:00:00","php","6143"
"2019-06-01 00:00:00","c++","3714"
"2019-06-01 00:00:00","c","1770"
"2019-06-01 00:00:00","python","17461"
"2019-06-01 00:00:00","perl","243"
"2019-06-01 00:00:00","ruby","705"
"2019-06-01 00:00:00","delphi","135"
"2019-06-01 00:00:00","swift","3117"
"2019-06-01 00:00:00","r","3997"
"2019-07-01 00:00:00","delphi","166"
"2019-07-01 00:00:00","assembly","193"
"2019-07-01 00:00:00","c++","4323"
"2019-07-01 00:00:00","c","1787"
"2019-07-01 00:00:00","c#","8559"
"2019-07-01 00:00:00","java","10991"
"2019-07-01 00:00:00","python","19976"
"2019-07-01 00:00:00","perl","244"
"2019-07-01 00:00:00","javascript","16371"
"2019-07-01 00:00:00","r","4258"
"2019-07-01 00:00:00","ruby","761"
"2019-07-01 00:00:00","go","640"
"2019-07-01 00:00:00","swift","3072"
"2019-07-01 00:00:00","php","6809"
"2019-08-01 00:00:00","c#","7792"
"2019-08-01 00:00:00","c","1579"
"2019-08-01 00:00:00","c++","3340"
"2019-08-01 00:00:00","python","18206"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","636"
"2019-08-01 00:00:00","javascript","15380"
"2019-08-01 00:00:00","assembly","173"
"2019-08-01 00:00:00","php","5923"
"2019-08-01 00:00:00","java","9210"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","perl","200"
"2019-08-01 00:00:00","swift","2570"
"2019-08-01 00:00:00","r","3979"
"2019-09-01 00:00:00","java","9825"
"2019-09-01 00:00:00","c","2045"
"2019-09-01 00:00:00","c#","7937"
"2019-09-01 00:00:00","assembly","227"
"2019-09-01 00:00:00","javascript","15046"
"2019-09-01 00:00:00","c++","3856"
"2019-09-01 00:00:00","delphi","146"
"2019-09-01 00:00:00","php","5711"
"2019-09-01 00:00:00","go","626"
"2019-09-01 00:00:00","perl","203"
"2019-09-01 00:00:00","python","17061"
"2019-09-01 00:00:00","r","3978"
"2019-09-01 00:00:00","ruby","725"
"2019-09-01 00:00:00","swift","2576"
"2019-10-01 00:00:00","c#","8528"
"2019-10-01 00:00:00","assembly","327"
"2019-10-01 00:00:00","c++","4916"
"2019-10-01 00:00:00","python","20689"
"2019-10-01 00:00:00","javascript","16161"
"2019-10-01 00:00:00","go","642"
"2019-10-01 00:00:00","c","2528"
"2019-10-01 00:00:00","delphi","154"
"2019-10-01 00:00:00","java","11386"
"2019-10-01 00:00:00","perl","211"
"2019-10-01 00:00:00","ruby","857"
"2019-10-01 00:00:00","php","6222"
"2019-10-01 00:00:00","swift","3132"
"2019-10-01 00:00:00","r","4416"
"2019-11-01 00:00:00","assembly","298"
"2019-11-01 00:00:00","c","2557"
"2019-11-01 00:00:00","c#","8155"
"2019-11-01 00:00:00","c++","4815"
"2019-11-01 00:00:00","perl","226"
"2019-11-01 00:00:00","java","10486"
"2019-11-01 00:00:00","delphi","173"
"2019-11-01 00:00:00","javascript","15935"
"2019-11-01 00:00:00","php","6257"
"2019-11-01 00:00:00","r","4324"
"2019-11-01 00:00:00","go","614"
"2019-11-01 00:00:00","python","20828"
"2019-11-01 00:00:00","ruby","686"
"2019-11-01 00:00:00","swift","2907"
"2019-12-01 00:00:00","assembly","245"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","java","9093"
"2019-12-01 00:00:00","c#","7258"
"2019-12-01 00:00:00","go","624"
"2019-12-01 00:00:00","python","18209"
"2019-12-01 00:00:00","c","2168"
"2019-12-01 00:00:00","c++","4233"
"2019-12-01 00:00:00","perl","160"
"2019-12-01 00:00:00","ruby","670"
"2019-12-01 00:00:00","javascript","14364"
"2019-12-01 00:00:00","swift","2681"
"2019-12-01 00:00:00","r","3747"
"2019-12-01 00:00:00","php","5281"
"2020-01-01 00:00:00","assembly","233"
"2020-01-01 00:00:00","c#","7895"
"2020-01-01 00:00:00","c","2072"
"2020-01-01 00:00:00","python","20214"
"2020-01-01 00:00:00","java","10114"
"2020-01-01 00:00:00","delphi","168"
"2020-01-01 00:00:00","perl","172"
"2020-01-01 00:00:00","c++","4268"
"2020-01-01 00:00:00","r","4159"
"2020-01-01 00:00:00","go","657"
"2020-01-01 00:00:00","ruby","772"
"2020-01-01 00:00:00","javascript","16176"
"2020-01-01 00:00:00","swift","2930"
"2020-01-01 00:00:00","php","5964"
"2020-02-01 00:00:00","c#","8651"
"2020-02-01 00:00:00","c","2082"
"2020-02-01 00:00:00","c++","4401"
"2020-02-01 00:00:00","python","22829"
"2020-02-01 00:00:00","delphi","169"
"2020-02-01 00:00:00","go","712"
"2020-02-01 00:00:00","javascript","17882"
"2020-02-01 00:00:00","assembly","281"
"2020-02-01 00:00:00","php","6496"
"2020-02-01 00:00:00","java","11523"
"2020-02-01 00:00:00","ruby","704"
"2020-02-01 00:00:00","perl","189"
"2020-02-01 00:00:00","swift","3091"
"2020-02-01 00:00:00","r","5172"
"2020-03-01 00:00:00","java","13146"
"2020-03-01 00:00:00","go","716"
"2020-03-01 00:00:00","c","2650"
"2020-03-01 00:00:00","delphi","181"
"2020-03-01 00:00:00","c#","8906"
"2020-03-01 00:00:00","python","26499"
"2020-03-01 00:00:00","c++","5077"
"2020-03-01 00:00:00","assembly","314"
"2020-03-01 00:00:00","javascript","20370"
"2020-03-01 00:00:00","perl","204"
"2020-03-01 00:00:00","r","5743"
"2020-03-01 00:00:00","php","6609"
"2020-03-01 00:00:00","swift","3415"
"2020-03-01 00:00:00","ruby","777"
"2020-04-01 00:00:00","java","15262"
"2020-04-01 00:00:00","assembly","403"
"2020-04-01 00:00:00","c++","6781"
"2020-04-01 00:00:00","c#","9965"
"2020-04-01 00:00:00","c","3455"
"2020-04-01 00:00:00","delphi","253"
"2020-04-01 00:00:00","javascript","24486"
"2020-04-01 00:00:00","go","879"
"2020-04-01 00:00:00","perl","230"
"2020-04-01 00:00:00","php","7996"
"2020-04-01 00:00:00","ruby","857"
"2020-04-01 00:00:00","python","32332"
"2020-04-01 00:00:00","swift","3992"
"2020-04-01 00:00:00","r","7010"
"2020-05-01 00:00:00","java","14576"
"2020-05-01 00:00:00","c#","9841"
"2020-05-01 00:00:00","assembly","383"
"2020-05-01 00:00:00","delphi","220"
"2020-05-01 00:00:00","c","3571"
"2020-05-01 00:00:00","javascript","25002"
"2020-05-01 00:00:00","go","824"
"2020-05-01 00:00:00","c++","7008"
"2020-05-01 00:00:00","php","7829"
"2020-05-01 00:00:00","python","34195"
"2020-05-01 00:00:00","perl","217"
"2020-05-01 00:00:00","ruby","771"
"2020-05-01 00:00:00","r","6813"
"2020-05-01 00:00:00","swift","4026"
"2020-06-01 00:00:00","delphi","215"
"2020-06-01 00:00:00","java","12886"
"2020-06-01 00:00:00","c++","6105"
"2020-06-01 00:00:00","c","2734"
"2020-06-01 00:00:00","php","7077"
"2020-06-01 00:00:00","assembly","357"
"2020-06-01 00:00:00","c#","8964"
"2020-06-01 00:00:00","go","755"
"2020-06-01 00:00:00","javascript","23125"
"2020-06-01 00:00:00","perl","201"
"2020-06-01 00:00:00","python","31474"
"2020-06-01 00:00:00","r","6211"
"2020-06-01 00:00:00","ruby","667"
"2020-06-01 00:00:00","swift","3693"
"2020-07-01 00:00:00","delphi","209"
"2020-07-01 00:00:00","java","12352"
"2020-07-01 00:00:00","javascript","23172"
"2020-07-01 00:00:00","c++","5583"
"2020-07-01 00:00:00","c#","8844"
"2020-07-01 00:00:00","assembly","284"
"2020-07-01 00:00:00","c","2230"
"2020-07-01 00:00:00","python","30386"
"2020-07-01 00:00:00","php","6890"
"2020-07-01 00:00:00","r","5594"
"2020-07-01 00:00:00","go","700"
"2020-07-01 00:00:00","ruby","756"
"2020-07-01 00:00:00","perl","177"
"2020-07-01 00:00:00","swift","3459"
"2020-08-01 00:00:00","delphi","188"
"2020-08-01 00:00:00","javascript","20746"
"2020-08-01 00:00:00","perl","193"
"2020-08-01 00:00:00","java","11017"
"2020-08-01 00:00:00","assembly","275"
"2020-08-01 00:00:00","c#","8020"
"2020-08-01 00:00:00","r","5073"
"2020-08-01 00:00:00","c","2022"
"2020-08-01 00:00:00","python","26425"
"2020-08-01 00:00:00","php","5817"
"2020-08-01 00:00:00","c++","5103"
"2020-08-01 00:00:00","go","766"
"2020-08-01 00:00:00","ruby","606"
"2020-08-01 00:00:00","swift","3134"
"2020-09-01 00:00:00","java","10802"
"2020-09-01 00:00:00","delphi","182"
"2020-09-01 00:00:00","c","2296"
"2020-09-01 00:00:00","c#","7319"
"2020-09-01 00:00:00","javascript","19603"
"2020-09-01 00:00:00","assembly","309"
"2020-09-01 00:00:00","c++","4253"
"2020-09-01 00:00:00","go","813"
"2020-09-01 00:00:00","r","5382"
"2020-09-01 00:00:00","perl","168"
"2020-09-01 00:00:00","ruby","574"
"2020-09-01 00:00:00","python","25204"
"2020-09-01 00:00:00","swift","3029"
"2020-09-01 00:00:00","php","5679"
"2020-10-01 00:00:00","c#","7075"
"2020-10-01 00:00:00","c++","4773"
"2020-10-01 00:00:00","python","26620"
"2020-10-01 00:00:00","assembly","390"
"2020-10-01 00:00:00","java","10863"
"2020-10-01 00:00:00","c","2533"
"2020-10-01 00:00:00","go","649"
"2020-10-01 00:00:00","javascript","19268"
"2020-10-01 00:00:00","delphi","194"
"2020-10-01 00:00:00","ruby","552"
"2020-10-01 00:00:00","r","5799"
"2020-10-01 00:00:00","swift","2772"
"2020-10-01 00:00:00","perl","175"
"2020-10-01 00:00:00","php","5501"
"2020-11-01 00:00:00","c","2917"
"2020-11-01 00:00:00","delphi","211"
"2020-11-01 00:00:00","go","603"
"2020-11-01 00:00:00","javascript","18319"
"2020-11-01 00:00:00","java","10392"
"2020-11-01 00:00:00","c#","6872"
"2020-11-01 00:00:00","assembly","415"
"2020-11-01 00:00:00","python","26198"
"2020-11-01 00:00:00","perl","152"
"2020-11-01 00:00:00","c++","4797"
"2020-11-01 00:00:00","php","5606"
"2020-11-01 00:00:00","ruby","588"
"2020-11-01 00:00:00","r","5624"
"2020-11-01 00:00:00","swift","2636"
"2020-12-01 00:00:00","delphi","214"
"2020-12-01 00:00:00","javascript","18832"
